      Step     Time          Energy          fmax
BFGS:    0 16:08:54     -373.167751        0.189304
BFGS:    1 16:08:55     -373.174992        0.187714
BFGS:    2 16:08:55     -373.193132        0.179432
BFGS:    3 16:08:56     -373.195665        0.177379
BFGS:    4 16:08:57     -373.214712        0.157347
BFGS:    5 16:08:58     -373.223501        0.145514
BFGS:    6 16:08:58     -373.233221        0.150535
BFGS:    7 16:08:59     -373.243940        0.170821
BFGS:    8 16:09:00     -373.262201        0.164289
BFGS:    9 16:09:00     -373.282375        0.186612
BFGS:   10 16:09:01     -373.297322        0.156304
BFGS:   11 16:09:02     -373.304357        0.102095
BFGS:   12 16:09:02     -373.307725        0.068349
BFGS:   13 16:09:03     -373.309515        0.038012
BFGS:   14 16:09:04     -373.310205        0.025492
BFGS:   15 16:09:05     -373.310428        0.018187
BFGS:   16 16:09:05     -373.310555        0.014487
BFGS:   17 16:09:06     -373.310654        0.011085
BFGS:   18 16:09:07     -373.310698        0.006456
