      Step     Time          Energy          fmax
BFGS:    0 15:52:47     -373.071560        0.193086
BFGS:    1 15:52:48     -373.080559        0.184826
BFGS:    2 15:52:49     -373.097505        0.177257
BFGS:    3 15:52:50     -373.099321        0.175558
BFGS:    4 15:52:50     -373.126258        0.143154
BFGS:    5 15:52:51     -373.143874        0.156985
BFGS:    6 15:52:52     -373.160664        0.131968
BFGS:    7 15:52:52     -373.171646        0.130040
BFGS:    8 15:52:53     -373.184760        0.120488
BFGS:    9 15:52:54     -373.197707        0.108459
BFGS:   10 15:52:55     -373.206227        0.117869
BFGS:   11 15:52:55     -373.209408        0.084297
BFGS:   12 15:52:56     -373.210708        0.046765
BFGS:   13 15:52:57     -373.211556        0.027153
BFGS:   14 15:52:58     -373.212009        0.019195
BFGS:   15 15:52:58     -373.212189        0.014496
BFGS:   16 15:52:59     -373.212282        0.010865
BFGS:   17 15:53:00     -373.212352        0.006912
