      Step     Time          Energy          fmax
BFGS:    0 14:18:19     -476.199890        0.345352
BFGS:    1 14:18:19     -476.218628        0.324689
BFGS:    2 14:18:19     -476.313751        0.111412
BFGS:    3 14:18:20     -476.316284        0.106991
BFGS:    4 14:18:20     -476.339783        0.058718
BFGS:    5 14:18:21     -476.341064        0.056812
BFGS:    6 14:18:21     -476.344177        0.074005
BFGS:    7 14:18:21     -476.346954        0.077412
BFGS:    8 14:18:21     -476.349030        0.060588
BFGS:    9 14:18:21     -476.349762        0.040309
BFGS:   10 14:18:22     -476.350647        0.039083
BFGS:   11 14:18:22     -476.351440        0.037184
BFGS:   12 14:18:22     -476.352142        0.028732
BFGS:   13 14:18:22     -476.353455        0.023422
BFGS:   14 14:18:22     -476.353882        0.022846
BFGS:   15 14:18:22     -476.354218        0.023653
BFGS:   16 14:18:23     -476.354675        0.024758
BFGS:   17 14:18:23     -476.355286        0.019435
BFGS:   18 14:18:23     -476.355896        0.019286
BFGS:   19 14:18:23     -476.356171        0.019085
BFGS:   20 14:18:23     -476.356323        0.018947
BFGS:   21 14:18:24     -476.356506        0.018808
BFGS:   22 14:18:24     -476.356812        0.018622
BFGS:   23 14:18:24     -476.357178        0.018453
BFGS:   24 14:18:24     -476.357452        0.018393
BFGS:   25 14:18:24     -476.357605        0.018413
BFGS:   26 14:18:24     -476.357727        0.018427
BFGS:   27 14:18:25     -476.358002        0.018386
BFGS:   28 14:18:25     -476.358368        0.018360
BFGS:   29 14:18:25     -476.358734        0.017867
BFGS:   30 14:18:25     -476.359009        0.017551
BFGS:   31 14:18:25     -476.358978        0.017342
BFGS:   32 14:18:26     -476.359375        0.017118
BFGS:   33 14:18:26     -476.359741        0.016773
BFGS:   34 14:18:26     -476.360321        0.016901
BFGS:   35 14:18:26     -476.360779        0.020257
BFGS:   36 14:18:26     -476.360413        0.018773
BFGS:   37 14:18:27     -476.361267        0.015748
BFGS:   38 14:18:27     -476.361664        0.018252
BFGS:   39 14:18:27     -476.362366        0.019782
BFGS:   40 14:18:27     -476.363098        0.023191
BFGS:   41 14:18:27     -476.363708        0.027320
BFGS:   42 14:18:28     -476.363800        0.025515
BFGS:   43 14:18:28     -476.364502        0.022300
BFGS:   44 14:18:28     -476.365265        0.021486
BFGS:   45 14:18:28     -476.366272        0.022728
BFGS:   46 14:18:28     -476.366699        0.038568
BFGS:   47 14:18:29     -476.367859        0.038907
BFGS:   48 14:18:29     -476.368286        0.034246
BFGS:   49 14:18:29     -476.368256        0.028402
BFGS:   50 14:18:29     -476.369873        0.022800
BFGS:   51 14:18:29     -476.370941        0.041522
BFGS:   52 14:18:30     -476.371399        0.047419
BFGS:   53 14:18:30     -476.371338        0.039166
BFGS:   54 14:18:30     -476.372192        0.029255
BFGS:   55 14:18:30     -476.372894        0.035507
BFGS:   56 14:18:30     -476.373596        0.034907
BFGS:   57 14:18:31     -476.373779        0.041088
BFGS:   58 14:18:31     -476.374451        0.035956
BFGS:   59 14:18:31     -476.374756        0.025024
BFGS:   60 14:18:31     -476.375275        0.017789
BFGS:   61 14:18:31     -476.376007        0.024008
BFGS:   62 14:18:32     -476.376587        0.035739
BFGS:   63 14:18:32     -476.376862        0.030098
BFGS:   64 14:18:32     -476.377075        0.019274
BFGS:   65 14:18:32     -476.377258        0.014643
BFGS:   66 14:18:32     -476.377747        0.015086
BFGS:   67 14:18:33     -476.378174        0.025213
BFGS:   68 14:18:33     -476.378357        0.020437
BFGS:   69 14:18:33     -476.378479        0.012520
BFGS:   70 14:18:33     -476.378571        0.012221
BFGS:   71 14:18:34     -476.378784        0.012178
BFGS:   72 14:18:34     -476.378998        0.018950
BFGS:   73 14:18:34     -476.379120        0.015002
BFGS:   74 14:18:34     -476.378540        0.010090
BFGS:   75 14:18:34     -476.379211        0.010107
BFGS:   76 14:18:35     -476.379333        0.010069
BFGS:   77 14:18:35     -476.379364        0.015562
BFGS:   78 14:18:35     -476.379120        0.013474
BFGS:   79 14:18:35     -476.379517        0.009560
