      Step     Time          Energy          fmax
BFGS:    0 14:18:01     -476.201172        0.339322
BFGS:    1 14:18:01     -476.218994        0.319357
BFGS:    2 14:18:02     -476.311279        0.114084
BFGS:    3 14:18:02     -476.313751        0.108266
BFGS:    4 14:18:02     -476.336426        0.062309
BFGS:    5 14:18:03     -476.337463        0.058820
BFGS:    6 14:18:03     -476.343628        0.062174
BFGS:    7 14:18:03     -476.345154        0.051196
BFGS:    8 14:18:03     -476.345886        0.035608
BFGS:    9 14:18:04     -476.346375        0.039352
BFGS:   10 14:18:04     -476.347382        0.034306
BFGS:   11 14:18:04     -476.348389        0.024656
BFGS:   12 14:18:04     -476.349121        0.020581
BFGS:   13 14:18:04     -476.349457        0.021226
BFGS:   14 14:18:04     -476.349762        0.025509
BFGS:   15 14:18:05     -476.350281        0.025740
BFGS:   16 14:18:05     -476.350891        0.019013
BFGS:   17 14:18:05     -476.351318        0.018829
BFGS:   18 14:18:05     -476.351501        0.018687
BFGS:   19 14:18:05     -476.351593        0.018589
BFGS:   20 14:18:05     -476.351440        0.018453
BFGS:   21 14:18:06     -476.352173        0.018274
BFGS:   22 14:18:06     -476.352448        0.018120
BFGS:   23 14:18:06     -476.352661        0.018060
BFGS:   24 14:18:06     -476.352814        0.018043
BFGS:   25 14:18:06     -476.352997        0.017998
BFGS:   26 14:18:07     -476.352966        0.017847
BFGS:   27 14:18:07     -476.353668        0.017532
BFGS:   28 14:18:07     -476.353821        0.020652
BFGS:   29 14:18:07     -476.354187        0.019193
BFGS:   30 14:18:08     -476.354034        0.016695
BFGS:   31 14:18:08     -476.354706        0.016916
BFGS:   32 14:18:08     -476.355225        0.019428
BFGS:   33 14:18:08     -476.355804        0.021967
BFGS:   34 14:18:08     -476.356201        0.025976
BFGS:   35 14:18:09     -476.356445        0.024244
BFGS:   36 14:18:09     -476.356750        0.020370
BFGS:   37 14:18:09     -476.356964        0.019976
BFGS:   38 14:18:09     -476.357971        0.021039
BFGS:   39 14:18:09     -476.358582        0.024842
BFGS:   40 14:18:10     -476.358978        0.022843
BFGS:   41 14:18:10     -476.359314        0.020134
BFGS:   42 14:18:10     -476.359192        0.016686
BFGS:   43 14:18:10     -476.360748        0.025434
BFGS:   44 14:18:10     -476.361633        0.032751
BFGS:   45 14:18:11     -476.362549        0.028368
BFGS:   46 14:18:11     -476.362976        0.022315
BFGS:   47 14:18:11     -476.363403        0.022112
BFGS:   48 14:18:11     -476.364197        0.021684
BFGS:   49 14:18:12     -476.365295        0.030135
BFGS:   50 14:18:12     -476.365753        0.029910
BFGS:   51 14:18:12     -476.366699        0.024647
BFGS:   52 14:18:12     -476.367249        0.020456
BFGS:   53 14:18:12     -476.367676        0.028066
BFGS:   54 14:18:13     -476.368134        0.034047
BFGS:   55 14:18:13     -476.369049        0.032926
BFGS:   56 14:18:13     -476.369537        0.024875
BFGS:   57 14:18:13     -476.369598        0.017476
BFGS:   58 14:18:13     -476.370117        0.016038
BFGS:   59 14:18:14     -476.370026        0.018079
BFGS:   60 14:18:14     -476.371094        0.023961
BFGS:   61 14:18:14     -476.371826        0.028294
BFGS:   62 14:18:14     -476.372070        0.022137
BFGS:   63 14:18:14     -476.371948        0.013581
BFGS:   64 14:18:15     -476.372498        0.011644
BFGS:   65 14:18:15     -476.372894        0.016875
BFGS:   66 14:18:15     -476.372894        0.021349
BFGS:   67 14:18:15     -476.373413        0.017361
BFGS:   68 14:18:16     -476.373505        0.010786
BFGS:   69 14:18:16     -476.373627        0.009948
