        T    Average data
      20.0     10.9108     10.9108     10.9108   1298.8786
     300.0     10.9111     10.9112     10.9118   1299.0868
     600.0     10.9110     10.9113     10.9119   1299.1009
     800.0     10.9110     10.9114     10.9119   1299.1022
    1200.0     10.9109     10.9114     10.9119   1299.1029
  Infinite     10.9109     10.9114     10.9119   1299.1031
