      Step     Time          Energy          fmax
BFGS:    0 14:18:56     -476.206268        0.351294
BFGS:    1 14:18:57     -476.224640        0.329862
BFGS:    2 14:18:57     -476.318665        0.116271
BFGS:    3 14:18:58     -476.321198        0.110179
BFGS:    4 14:18:58     -476.343689        0.058796
BFGS:    5 14:18:58     -476.345795        0.056229
BFGS:    6 14:18:58     -476.347992        0.067771
BFGS:    7 14:18:59     -476.350647        0.076038
BFGS:    8 14:18:59     -476.353577        0.066120
BFGS:    9 14:18:59     -476.355011        0.044031
BFGS:   10 14:18:59     -476.355652        0.034892
BFGS:   11 14:18:59     -476.356140        0.036692
BFGS:   12 14:19:00     -476.357025        0.028704
BFGS:   13 14:19:00     -476.357635        0.025597
BFGS:   14 14:19:00     -476.358643        0.021882
BFGS:   15 14:19:00     -476.358612        0.023875
BFGS:   16 14:19:00     -476.359283        0.024943
BFGS:   17 14:19:01     -476.359802        0.022493
BFGS:   18 14:19:01     -476.360413        0.019296
BFGS:   19 14:19:01     -476.360809        0.019092
BFGS:   20 14:19:01     -476.360962        0.018924
BFGS:   21 14:19:01     -476.361115        0.018808
BFGS:   22 14:19:01     -476.361328        0.018653
BFGS:   23 14:19:02     -476.361633        0.018478
BFGS:   24 14:19:02     -476.361938        0.018367
BFGS:   25 14:19:02     -476.362091        0.018357
BFGS:   26 14:19:02     -476.362213        0.018373
BFGS:   27 14:19:02     -476.362396        0.018355
BFGS:   28 14:19:02     -476.362732        0.018226
BFGS:   29 14:19:03     -476.363098        0.017913
BFGS:   30 14:19:03     -476.363403        0.017514
BFGS:   31 14:19:03     -476.363434        0.017225
BFGS:   32 14:19:03     -476.363831        0.017001
BFGS:   33 14:19:03     -476.364014        0.016676
BFGS:   34 14:19:04     -476.364532        0.017889
BFGS:   35 14:19:04     -476.364990        0.018166
BFGS:   36 14:19:04     -476.365875        0.020259
BFGS:   37 14:19:04     -476.366180        0.018980
BFGS:   38 14:19:04     -476.366516        0.019033
BFGS:   39 14:19:05     -476.367065        0.022265
BFGS:   40 14:19:05     -476.367859        0.021918
BFGS:   41 14:19:05     -476.368622        0.026716
BFGS:   42 14:19:05     -476.368469        0.026719
BFGS:   43 14:19:05     -476.369232        0.023635
BFGS:   44 14:19:06     -476.369995        0.017184
BFGS:   45 14:19:06     -476.370850        0.023285
BFGS:   46 14:19:06     -476.371948        0.029875
BFGS:   47 14:19:06     -476.372711        0.036501
BFGS:   48 14:19:06     -476.373138        0.032097
BFGS:   49 14:19:07     -476.373596        0.032592
BFGS:   50 14:19:07     -476.373993        0.030230
BFGS:   51 14:19:07     -476.375366        0.033996
BFGS:   52 14:19:07     -476.375702        0.051407
BFGS:   53 14:19:07     -476.376404        0.048524
BFGS:   54 14:19:08     -476.377136        0.036450
BFGS:   55 14:19:08     -476.377625        0.030154
BFGS:   56 14:19:08     -476.377960        0.033673
BFGS:   57 14:19:08     -476.378967        0.035883
BFGS:   58 14:19:08     -476.379364        0.038394
BFGS:   59 14:19:09     -476.379669        0.029058
BFGS:   60 14:19:09     -476.379700        0.018595
BFGS:   61 14:19:09     -476.380615        0.017855
BFGS:   62 14:19:09     -476.381226        0.028656
BFGS:   63 14:19:10     -476.381622        0.029077
BFGS:   64 14:19:10     -476.381775        0.019903
BFGS:   65 14:19:10     -476.381927        0.011556
BFGS:   66 14:19:10     -476.382202        0.011050
BFGS:   67 14:19:10     -476.382538        0.022616
BFGS:   68 14:19:11     -476.382782        0.024610
BFGS:   69 14:19:11     -476.382935        0.016799
BFGS:   70 14:19:11     -476.382721        0.010006
BFGS:   71 14:19:11     -476.382843        0.009802
