      Step     Time          Energy          fmax
BFGS:    0 16:07:01     -373.133065        0.204220
BFGS:    1 16:07:02     -373.141574        0.187000
BFGS:    2 16:07:03     -373.159536        0.179034
BFGS:    3 16:07:04     -373.161697        0.177172
BFGS:    4 16:07:05     -373.183463        0.152829
BFGS:    5 16:07:05     -373.195017        0.157686
BFGS:    6 16:07:06     -373.206929        0.161293
BFGS:    7 16:07:07     -373.218189        0.184753
BFGS:    8 16:07:08     -373.235868        0.174670
BFGS:    9 16:07:09     -373.254688        0.149412
BFGS:   10 16:07:10     -373.267394        0.121822
BFGS:   11 16:07:11     -373.272305        0.075039
BFGS:   12 16:07:11     -373.274466        0.046197
BFGS:   13 16:07:12     -373.275898        0.035928
BFGS:   14 16:07:13     -373.276621        0.023777
BFGS:   15 16:07:14     -373.276890        0.021334
BFGS:   16 16:07:14     -373.277029        0.014935
BFGS:   17 16:07:15     -373.277139        0.013319
BFGS:   18 16:07:16     -373.277197        0.009180
