      Step     Time          Energy          fmax
BFGS:    0 14:17:02     -476.206329        0.346729
BFGS:    1 14:17:03     -476.224670        0.326507
BFGS:    2 14:17:03     -476.319214        0.114624
BFGS:    3 14:17:03     -476.321747        0.109959
BFGS:    4 14:17:04     -476.345123        0.060567
BFGS:    5 14:17:04     -476.346313        0.058036
BFGS:    6 14:17:04     -476.350098        0.067284
BFGS:    7 14:17:05     -476.352936        0.068441
BFGS:    8 14:17:05     -476.354889        0.050765
BFGS:    9 14:17:05     -476.355591        0.037630
BFGS:   10 14:17:05     -476.356140        0.041323
BFGS:   11 14:17:05     -476.356995        0.035440
BFGS:   12 14:17:05     -476.358124        0.026932
BFGS:   13 14:17:06     -476.358917        0.021767
BFGS:   14 14:17:06     -476.359344        0.024684
BFGS:   15 14:17:06     -476.359680        0.027524
BFGS:   16 14:17:06     -476.360199        0.027230
BFGS:   17 14:17:06     -476.360901        0.019017
BFGS:   18 14:17:06     -476.361420        0.018785
BFGS:   19 14:17:07     -476.361633        0.018614
BFGS:   20 14:17:07     -476.361786        0.018507
BFGS:   21 14:17:07     -476.362000        0.018381
BFGS:   22 14:17:07     -476.362366        0.018223
BFGS:   23 14:17:07     -476.362701        0.018099
BFGS:   24 14:17:07     -476.362915        0.018068
BFGS:   25 14:17:08     -476.363098        0.018076
BFGS:   26 14:17:08     -476.363220        0.018063
BFGS:   27 14:17:08     -476.363464        0.017968
BFGS:   28 14:17:08     -476.363861        0.017726
BFGS:   29 14:17:08     -476.364136        0.017395
BFGS:   30 14:17:08     -476.364319        0.017142
BFGS:   31 14:17:09     -476.364441        0.016959
BFGS:   32 14:17:09     -476.364746        0.016705
BFGS:   33 14:17:09     -476.365051        0.017101
BFGS:   34 14:17:09     -476.365723        0.021685
BFGS:   35 14:17:09     -476.366119        0.026148
BFGS:   36 14:17:10     -476.366425        0.023839
BFGS:   37 14:17:10     -476.366669        0.017661
BFGS:   38 14:17:10     -476.367126        0.021100
BFGS:   39 14:17:10     -476.367798        0.020494
BFGS:   40 14:17:11     -476.368469        0.024133
BFGS:   41 14:17:11     -476.368896        0.025614
BFGS:   42 14:17:11     -476.369202        0.020799
BFGS:   43 14:17:11     -476.369720        0.017766
BFGS:   44 14:17:11     -476.370361        0.021268
BFGS:   45 14:17:12     -476.371216        0.024649
BFGS:   46 14:17:12     -476.372040        0.026714
BFGS:   47 14:17:12     -476.372803        0.024649
BFGS:   48 14:17:12     -476.373260        0.024955
BFGS:   49 14:17:12     -476.374023        0.023523
BFGS:   50 14:17:13     -476.374908        0.022404
BFGS:   51 14:17:13     -476.375549        0.035743
BFGS:   52 14:17:13     -476.376770        0.035211
BFGS:   53 14:17:13     -476.376953        0.027057
BFGS:   54 14:17:13     -476.376953        0.027619
BFGS:   55 14:17:14     -476.377991        0.034151
BFGS:   56 14:17:14     -476.378967        0.032916
BFGS:   57 14:17:14     -476.379456        0.026773
BFGS:   58 14:17:14     -476.379761        0.020302
BFGS:   59 14:17:14     -476.380066        0.018727
BFGS:   60 14:17:15     -476.380585        0.018478
BFGS:   61 14:17:15     -476.381287        0.026239
BFGS:   62 14:17:15     -476.381866        0.031068
BFGS:   63 14:17:15     -476.382141        0.024237
BFGS:   64 14:17:16     -476.382263        0.014537
BFGS:   65 14:17:16     -476.382599        0.013848
BFGS:   66 14:17:16     -476.382660        0.016144
BFGS:   67 14:17:16     -476.383331        0.023608
BFGS:   68 14:17:16     -476.383514        0.018953
BFGS:   69 14:17:17     -476.383240        0.010981
BFGS:   70 14:17:17     -476.383789        0.010028
BFGS:   71 14:17:17     -476.383942        0.012205
BFGS:   72 14:17:17     -476.384155        0.018862
BFGS:   73 14:17:17     -476.384247        0.015525
BFGS:   74 14:17:18     -476.384125        0.009752
