      Step     Time          Energy          fmax
BFGS:    0 15:57:24     -373.071713        0.184476
BFGS:    1 15:57:24     -373.080117        0.182639
BFGS:    2 15:57:25     -373.097998        0.174591
BFGS:    3 15:57:26     -373.099984        0.172829
BFGS:    4 15:57:27     -373.119725        0.149972
BFGS:    5 15:57:27     -373.129662        0.135058
BFGS:    6 15:57:28     -373.140521        0.143663
BFGS:    7 15:57:29     -373.152037        0.172752
BFGS:    8 15:57:30     -373.171185        0.170812
BFGS:    9 15:57:30     -373.190758        0.127183
BFGS:   10 15:57:31     -373.201895        0.105316
BFGS:   11 15:57:32     -373.204889        0.067940
BFGS:   12 15:57:33     -373.205974        0.047075
BFGS:   13 15:57:33     -373.207218        0.045519
BFGS:   14 15:57:34     -373.208458        0.030987
BFGS:   15 15:57:35     -373.209213        0.026237
BFGS:   16 15:57:36     -373.209521        0.023286
BFGS:   17 15:57:36     -373.209688        0.016996
BFGS:   18 15:57:37     -373.209821        0.013910
BFGS:   19 15:57:38     -373.209907        0.011550
BFGS:   20 15:57:39     -373.209963        0.009421
