      Step     Time          Energy          fmax
BFGS:    0 14:15:13     -476.206299        0.342880
BFGS:    1 14:15:13     -476.224640        0.322898
BFGS:    2 14:15:13     -476.318939        0.108886
BFGS:    3 14:15:14     -476.321472        0.104766
BFGS:    4 14:15:14     -476.344452        0.062449
BFGS:    5 14:15:14     -476.345734        0.060393
BFGS:    6 14:15:15     -476.348663        0.064887
BFGS:    7 14:15:15     -476.351410        0.070260
BFGS:    8 14:15:15     -476.353699        0.056618
BFGS:    9 14:15:15     -476.354614        0.037652
BFGS:   10 14:15:15     -476.355103        0.037703
BFGS:   11 14:15:16     -476.355835        0.036356
BFGS:   12 14:15:16     -476.356812        0.027943
BFGS:   13 14:15:16     -476.357727        0.021723
BFGS:   14 14:15:16     -476.358185        0.021703
BFGS:   15 14:15:16     -476.358459        0.022864
BFGS:   16 14:15:16     -476.358856        0.024496
BFGS:   17 14:15:17     -476.359406        0.019843
BFGS:   18 14:15:17     -476.359894        0.018854
BFGS:   19 14:15:17     -476.360168        0.018657
BFGS:   20 14:15:17     -476.360138        0.018535
BFGS:   21 14:15:17     -476.360413        0.018422
BFGS:   22 14:15:18     -476.360718        0.018266
BFGS:   23 14:15:18     -476.361023        0.018113
BFGS:   24 14:15:18     -476.361267        0.018042
BFGS:   25 14:15:18     -476.361420        0.018035
BFGS:   26 14:15:18     -476.361542        0.018021
BFGS:   27 14:15:18     -476.361755        0.017937
BFGS:   28 14:15:19     -476.362122        0.017694
BFGS:   29 14:15:19     -476.362488        0.017302
BFGS:   30 14:15:19     -476.362366        0.017441
BFGS:   31 14:15:19     -476.362915        0.016729
BFGS:   32 14:15:19     -476.362976        0.016494
BFGS:   33 14:15:20     -476.363586        0.017114
BFGS:   34 14:15:20     -476.364197        0.018158
BFGS:   35 14:15:20     -476.364471        0.026692
BFGS:   36 14:15:20     -476.365112        0.026276
BFGS:   37 14:15:20     -476.365356        0.019464
BFGS:   38 14:15:21     -476.365753        0.017298
BFGS:   39 14:15:21     -476.366455        0.020029
BFGS:   40 14:15:21     -476.367218        0.036611
BFGS:   41 14:15:21     -476.367798        0.043571
BFGS:   42 14:15:21     -476.368164        0.037933
BFGS:   43 14:15:22     -476.368439        0.024322
BFGS:   44 14:15:22     -476.369507        0.020077
BFGS:   45 14:15:22     -476.370483        0.033781
BFGS:   46 14:15:22     -476.371674        0.053888
BFGS:   47 14:15:22     -476.372009        0.051448
BFGS:   48 14:15:23     -476.372803        0.037148
BFGS:   49 14:15:23     -476.373535        0.025894
BFGS:   50 14:15:23     -476.374634        0.024682
BFGS:   51 14:15:23     -476.375793        0.052043
BFGS:   52 14:15:23     -476.376465        0.053762
BFGS:   53 14:15:24     -476.376465        0.040961
BFGS:   54 14:15:24     -476.377319        0.025874
BFGS:   55 14:15:24     -476.377808        0.033065
BFGS:   56 14:15:24     -476.378662        0.032899
BFGS:   57 14:15:24     -476.378754        0.033759
BFGS:   58 14:15:25     -476.379364        0.022964
BFGS:   59 14:15:25     -476.379639        0.015915
BFGS:   60 14:15:25     -476.380066        0.018885
BFGS:   61 14:15:25     -476.380646        0.030414
BFGS:   62 14:15:25     -476.380859        0.030920
BFGS:   63 14:15:26     -476.381256        0.020037
BFGS:   64 14:15:26     -476.381195        0.012459
BFGS:   65 14:15:26     -476.381592        0.011456
BFGS:   66 14:15:26     -476.381714        0.018929
BFGS:   67 14:15:26     -476.381866        0.019884
BFGS:   68 14:15:27     -476.382111        0.010737
BFGS:   69 14:15:27     -476.382355        0.010189
BFGS:   70 14:15:27     -476.382294        0.009982
