      Step     Time          Energy          fmax
BFGS:    0 14:14:35     -476.203461        0.385349
BFGS:    1 14:14:35     -476.221588        0.354056
BFGS:    2 14:14:35     -476.316559        0.136722
BFGS:    3 14:14:36     -476.318604        0.131292
BFGS:    4 14:14:36     -476.344574        0.065428
BFGS:    5 14:14:37     -476.345520        0.061223
BFGS:    6 14:14:37     -476.352905        0.052388
BFGS:    7 14:14:37     -476.353455        0.040770
BFGS:    8 14:14:37     -476.354218        0.044767
BFGS:    9 14:14:37     -476.355133        0.039438
BFGS:   10 14:14:38     -476.356262        0.031065
BFGS:   11 14:14:38     -476.356934        0.027977
BFGS:   12 14:14:38     -476.357269        0.025531
BFGS:   13 14:14:38     -476.357666        0.031136
BFGS:   14 14:14:38     -476.358276        0.030449
BFGS:   15 14:14:38     -476.358948        0.024061
BFGS:   16 14:14:39     -476.359375        0.018525
BFGS:   17 14:14:39     -476.359558        0.018442
BFGS:   18 14:14:39     -476.359711        0.018380
BFGS:   19 14:14:39     -476.359894        0.018283
BFGS:   20 14:14:39     -476.360199        0.018143
BFGS:   21 14:14:39     -476.360474        0.018011
BFGS:   22 14:14:40     -476.360626        0.017944
BFGS:   23 14:14:40     -476.360718        0.017906
BFGS:   24 14:14:40     -476.360870        0.017834
BFGS:   25 14:14:40     -476.361115        0.017957
BFGS:   26 14:14:40     -476.361420        0.017387
BFGS:   27 14:14:40     -476.361633        0.017121
BFGS:   28 14:14:41     -476.361603        0.016949
BFGS:   29 14:14:41     -476.361969        0.016783
BFGS:   30 14:14:41     -476.362244        0.016494
BFGS:   31 14:14:41     -476.362732        0.021164
BFGS:   32 14:14:42     -476.362915        0.025819
BFGS:   33 14:14:42     -476.363556        0.021877
BFGS:   34 14:14:42     -476.363831        0.022505
BFGS:   35 14:14:42     -476.364197        0.026445
BFGS:   36 14:14:42     -476.364807        0.028605
BFGS:   37 14:14:43     -476.365631        0.025992
BFGS:   38 14:14:43     -476.365997        0.029913
BFGS:   39 14:14:43     -476.366394        0.030655
BFGS:   40 14:14:43     -476.367218        0.025068
BFGS:   41 14:14:43     -476.368042        0.026459
BFGS:   42 14:14:44     -476.369080        0.029026
BFGS:   43 14:14:44     -476.370575        0.033908
BFGS:   44 14:14:44     -476.371399        0.037968
BFGS:   45 14:14:44     -476.372009        0.035061
BFGS:   46 14:14:44     -476.372192        0.029375
BFGS:   47 14:14:45     -476.373871        0.032449
BFGS:   48 14:14:45     -476.375214        0.028568
BFGS:   49 14:14:45     -476.376282        0.027012
BFGS:   50 14:14:45     -476.376892        0.025338
BFGS:   51 14:14:45     -476.377258        0.021835
BFGS:   52 14:14:46     -476.377869        0.025458
BFGS:   53 14:14:46     -476.377930        0.026420
BFGS:   54 14:14:46     -476.379028        0.019624
BFGS:   55 14:14:46     -476.379181        0.014753
BFGS:   56 14:14:47     -476.379059        0.013638
BFGS:   57 14:14:47     -476.379547        0.012994
BFGS:   58 14:14:47     -476.379852        0.013824
BFGS:   59 14:14:47     -476.380127        0.014531
BFGS:   60 14:14:48     -476.380249        0.011700
BFGS:   61 14:14:48     -476.380310        0.011703
BFGS:   62 14:14:48     -476.379822        0.011673
BFGS:   63 14:14:48     -476.380524        0.011553
BFGS:   64 14:14:48     -476.380676        0.011334
BFGS:   65 14:14:49     -476.380371        0.011133
BFGS:   66 14:14:49     -476.380463        0.011025
BFGS:   67 14:14:49     -476.380829        0.010929
BFGS:   68 14:14:49     -476.380737        0.010770
BFGS:   69 14:14:50     -476.380981        0.010553
BFGS:   70 14:14:50     -476.381042        0.010373
BFGS:   71 14:14:50     -476.381104        0.010295
BFGS:   72 14:14:50     -476.380920        0.010247
BFGS:   73 14:14:50     -476.381165        0.010149
BFGS:   74 14:14:51     -476.381226        0.009943
