      Step     Time          Energy          fmax
BFGS:    0 16:06:05     -373.125626        0.211749
BFGS:    1 16:06:06     -373.134308        0.180161
BFGS:    2 16:06:06     -373.152198        0.172085
BFGS:    3 16:06:07     -373.154171        0.170323
BFGS:    4 16:06:08     -373.176218        0.144914
BFGS:    5 16:06:09     -373.187279        0.148085
BFGS:    6 16:06:10     -373.198814        0.141016
BFGS:    7 16:06:11     -373.209817        0.151464
BFGS:    8 16:06:11     -373.226816        0.145473
BFGS:    9 16:06:12     -373.243724        0.182847
BFGS:   10 16:06:13     -373.254761        0.173340
BFGS:   11 16:06:14     -373.259419        0.120831
BFGS:   12 16:06:15     -373.261789        0.064995
BFGS:   13 16:06:15     -373.263303        0.038809
BFGS:   14 16:06:16     -373.263986        0.025908
BFGS:   15 16:06:17     -373.264242        0.019538
BFGS:   16 16:06:18     -373.264395        0.013352
BFGS:   17 16:06:18     -373.264509        0.010449
BFGS:   18 16:06:19     -373.264557        0.006011
