      Step     Time          Energy          fmax
BFGS:    0 16:03:12     -373.128149        0.190442
BFGS:    1 16:03:13     -373.135336        0.188675
BFGS:    2 16:03:14     -373.152321        0.179802
BFGS:    3 16:03:14     -373.154550        0.177766
BFGS:    4 16:03:15     -373.175981        0.153257
BFGS:    5 16:03:16     -373.187150        0.137429
BFGS:    6 16:03:17     -373.198294        0.144599
BFGS:    7 16:03:17     -373.208624        0.142836
BFGS:    8 16:03:18     -373.225211        0.174375
BFGS:    9 16:03:19     -373.243345        0.206063
BFGS:   10 16:03:19     -373.256611        0.174076
BFGS:   11 16:03:20     -373.262442        0.109527
BFGS:   12 16:03:21     -373.264998        0.056379
BFGS:   13 16:03:22     -373.266389        0.037308
BFGS:   14 16:03:22     -373.266989        0.022795
BFGS:   15 16:03:23     -373.267208        0.016717
BFGS:   16 16:03:24     -373.267343        0.013339
BFGS:   17 16:03:25     -373.267455        0.011991
BFGS:   18 16:03:25     -373.267511        0.007632
