      Step     Time          Energy          fmax
BFGS:    0 14:15:49     -476.203491        0.414326
BFGS:    1 14:15:49     -476.222473        0.382861
BFGS:    2 14:15:49     -476.319733        0.129337
BFGS:    3 14:15:50     -476.322327        0.120652
BFGS:    4 14:15:50     -476.346100        0.079261
BFGS:    5 14:15:51     -476.347168        0.073779
BFGS:    6 14:15:51     -476.352722        0.074851
BFGS:    7 14:15:51     -476.354919        0.067489
BFGS:    8 14:15:51     -476.356110        0.047975
BFGS:    9 14:15:51     -476.356628        0.041448
BFGS:   10 14:15:51     -476.357483        0.041616
BFGS:   11 14:15:52     -476.358521        0.031074
BFGS:   12 14:15:52     -476.359406        0.025386
BFGS:   13 14:15:52     -476.359863        0.029326
BFGS:   14 14:15:52     -476.360168        0.029180
BFGS:   15 14:15:52     -476.360596        0.025857
BFGS:   16 14:15:52     -476.361206        0.021152
BFGS:   17 14:15:53     -476.361694        0.019277
BFGS:   18 14:15:53     -476.361938        0.019095
BFGS:   19 14:15:53     -476.362091        0.018986
BFGS:   20 14:15:53     -476.362061        0.018875
BFGS:   21 14:15:53     -476.362488        0.018722
BFGS:   22 14:15:53     -476.362854        0.018576
BFGS:   23 14:15:54     -476.363098        0.018509
BFGS:   24 14:15:54     -476.363190        0.018502
BFGS:   25 14:15:54     -476.363342        0.018486
BFGS:   26 14:15:54     -476.363586        0.018400
BFGS:   27 14:15:54     -476.363953        0.018167
BFGS:   28 14:15:54     -476.363983        0.017806
BFGS:   29 14:15:55     -476.364532        0.017620
BFGS:   30 14:15:55     -476.364685        0.017289
BFGS:   31 14:15:55     -476.364960        0.017036
BFGS:   32 14:15:55     -476.365234        0.017560
BFGS:   33 14:15:56     -476.365967        0.021166
BFGS:   34 14:15:56     -476.366272        0.027487
BFGS:   35 14:15:56     -476.366150        0.028028
BFGS:   36 14:15:56     -476.366943        0.025193
BFGS:   37 14:15:56     -476.367554        0.022201
BFGS:   38 14:15:57     -476.367676        0.024721
BFGS:   39 14:15:57     -476.369080        0.029330
BFGS:   40 14:15:57     -476.369598        0.028766
BFGS:   41 14:15:57     -476.369812        0.028385
BFGS:   42 14:15:57     -476.370575        0.023742
BFGS:   43 14:15:58     -476.371521        0.023975
BFGS:   44 14:15:58     -476.372711        0.031600
BFGS:   45 14:15:58     -476.373596        0.031032
BFGS:   46 14:15:58     -476.374268        0.031575
BFGS:   47 14:15:58     -476.374756        0.030408
BFGS:   48 14:15:59     -476.375610        0.025632
BFGS:   49 14:15:59     -476.376343        0.028894
BFGS:   50 14:15:59     -476.377625        0.030864
BFGS:   51 14:15:59     -476.378418        0.032012
BFGS:   52 14:15:59     -476.378845        0.028053
BFGS:   53 14:16:00     -476.379395        0.031334
BFGS:   54 14:16:00     -476.379974        0.037779
BFGS:   55 14:16:00     -476.380920        0.034841
BFGS:   56 14:16:00     -476.381134        0.025216
BFGS:   57 14:16:00     -476.380920        0.016830
BFGS:   58 14:16:01     -476.381653        0.016424
BFGS:   59 14:16:01     -476.381958        0.020006
BFGS:   60 14:16:01     -476.382507        0.021819
BFGS:   61 14:16:01     -476.382812        0.016636
BFGS:   62 14:16:01     -476.383331        0.013146
BFGS:   63 14:16:02     -476.383484        0.013314
BFGS:   64 14:16:02     -476.383087        0.012460
BFGS:   65 14:16:02     -476.383759        0.015535
BFGS:   66 14:16:02     -476.384186        0.013275
BFGS:   67 14:16:02     -476.383972        0.010832
BFGS:   68 14:16:03     -476.384064        0.010675
BFGS:   69 14:16:03     -476.384460        0.010512
BFGS:   70 14:16:03     -476.384613        0.011835
BFGS:   71 14:16:03     -476.384583        0.011926
BFGS:   72 14:16:04     -476.384552        0.010120
BFGS:   73 14:16:04     -476.384644        0.010139
BFGS:   74 14:16:04     -476.384949        0.010138
BFGS:   75 14:16:04     -476.385040        0.010059
BFGS:   76 14:16:04     -476.385132        0.009852
