      Step     Time          Energy          fmax
BFGS:    0 14:19:33     -476.187897        0.592764
BFGS:    1 14:19:34     -476.210632        0.546577
BFGS:    2 14:19:34     -476.325378        0.135761
BFGS:    3 14:19:35     -476.327881        0.132143
BFGS:    4 14:19:35     -476.339722        0.093497
BFGS:    5 14:19:35     -476.347229        0.071537
BFGS:    6 14:19:35     -476.350861        0.062977
BFGS:    7 14:19:36     -476.352081        0.057098
BFGS:    8 14:19:36     -476.353271        0.056137
BFGS:    9 14:19:36     -476.354889        0.054837
BFGS:   10 14:19:36     -476.356995        0.050157
BFGS:   11 14:19:36     -476.358032        0.041165
BFGS:   12 14:19:36     -476.358521        0.037573
BFGS:   13 14:19:37     -476.358704        0.045509
BFGS:   14 14:19:37     -476.359985        0.040812
BFGS:   15 14:19:37     -476.360901        0.034114
BFGS:   16 14:19:37     -476.361481        0.039369
BFGS:   17 14:19:37     -476.361786        0.036011
BFGS:   18 14:19:38     -476.362152        0.041399
BFGS:   19 14:19:38     -476.362457        0.037445
BFGS:   20 14:19:38     -476.363129        0.024091
BFGS:   21 14:19:38     -476.363403        0.022485
BFGS:   22 14:19:38     -476.363586        0.020780
BFGS:   23 14:19:38     -476.363770        0.019523
BFGS:   24 14:19:39     -476.364075        0.022069
BFGS:   25 14:19:39     -476.364410        0.019004
BFGS:   26 14:19:39     -476.364624        0.020756
BFGS:   27 14:19:39     -476.364807        0.018353
BFGS:   28 14:19:39     -476.365021        0.018375
BFGS:   29 14:19:39     -476.365265        0.019967
BFGS:   30 14:19:40     -476.365692        0.022258
BFGS:   31 14:19:40     -476.366150        0.021631
BFGS:   32 14:19:40     -476.366455        0.017404
BFGS:   33 14:19:40     -476.366638        0.017158
BFGS:   34 14:19:40     -476.366821        0.017257
BFGS:   35 14:19:41     -476.366821        0.021389
BFGS:   36 14:19:41     -476.367828        0.024430
BFGS:   37 14:19:41     -476.368439        0.019520
BFGS:   38 14:19:41     -476.368744        0.016420
BFGS:   39 14:19:41     -476.368988        0.020890
BFGS:   40 14:19:42     -476.369324        0.025731
BFGS:   41 14:19:42     -476.370300        0.030843
BFGS:   42 14:19:42     -476.371155        0.029444
BFGS:   43 14:19:42     -476.371643        0.018791
BFGS:   44 14:19:42     -476.371704        0.020106
BFGS:   45 14:19:43     -476.372498        0.023022
BFGS:   46 14:19:43     -476.373138        0.033754
BFGS:   47 14:19:43     -476.374359        0.044298
BFGS:   48 14:19:43     -476.375305        0.037362
BFGS:   49 14:19:43     -476.375854        0.025156
BFGS:   50 14:19:44     -476.375916        0.024593
BFGS:   51 14:19:44     -476.376923        0.028624
BFGS:   52 14:19:44     -476.377930        0.038072
BFGS:   53 14:19:44     -476.378540        0.033786
BFGS:   54 14:19:44     -476.379272        0.024566
BFGS:   55 14:19:45     -476.379974        0.024922
BFGS:   56 14:19:45     -476.380371        0.021844
BFGS:   57 14:19:45     -476.381287        0.028779
BFGS:   58 14:19:45     -476.382202        0.037284
BFGS:   59 14:19:45     -476.382996        0.029210
BFGS:   60 14:19:46     -476.383453        0.027671
BFGS:   61 14:19:46     -476.383514        0.024967
BFGS:   62 14:19:46     -476.383850        0.020751
BFGS:   63 14:19:46     -476.384949        0.029003
BFGS:   64 14:19:46     -476.385284        0.025979
BFGS:   65 14:19:47     -476.386047        0.019393
BFGS:   66 14:19:47     -476.386230        0.013873
BFGS:   67 14:19:47     -476.386444        0.013644
BFGS:   68 14:19:47     -476.386414        0.022032
BFGS:   69 14:19:48     -476.387177        0.023958
BFGS:   70 14:19:48     -476.387421        0.015600
BFGS:   71 14:19:48     -476.387512        0.009492
