      Step     Time          Energy          fmax
BFGS:    0 15:59:55     -373.128897        0.186743
BFGS:    1 15:59:56     -373.136059        0.185096
BFGS:    2 15:59:56     -373.152793        0.176843
BFGS:    3 15:59:57     -373.155002        0.174880
BFGS:    4 15:59:58     -373.176698        0.150297
BFGS:    5 15:59:59     -373.187830        0.134414
BFGS:    6 16:00:00     -373.198945        0.128930
BFGS:    7 16:00:00     -373.209275        0.127430
BFGS:    8 16:00:01     -373.226009        0.156679
BFGS:    9 16:00:02     -373.244218        0.170931
BFGS:   10 16:00:03     -373.257419        0.145332
BFGS:   11 16:00:03     -373.263103        0.096675
BFGS:   12 16:00:04     -373.265525        0.064875
BFGS:   13 16:00:05     -373.266809        0.044118
BFGS:   14 16:00:06     -373.267355        0.024048
BFGS:   15 16:00:06     -373.267563        0.015808
BFGS:   16 16:00:07     -373.267700        0.013792
BFGS:   17 16:00:08     -373.267813        0.010895
BFGS:   18 16:00:09     -373.267866        0.006726
