      Step     Time          Energy          fmax
BFGS:    0 16:07:21     -373.110976        0.190762
BFGS:    1 16:07:22     -373.120630        0.181918
BFGS:    2 16:07:23     -373.138943        0.173746
BFGS:    3 16:07:24     -373.140794        0.172042
BFGS:    4 16:07:24     -373.164630        0.143767
BFGS:    5 16:07:25     -373.178379        0.174888
BFGS:    6 16:07:26     -373.192036        0.157586
BFGS:    7 16:07:26     -373.203444        0.139248
BFGS:    8 16:07:27     -373.219763        0.153112
BFGS:    9 16:07:28     -373.235743        0.126623
BFGS:   10 16:07:29     -373.245479        0.093608
BFGS:   11 16:07:29     -373.248754        0.063185
BFGS:   12 16:07:30     -373.250118        0.047537
BFGS:   13 16:07:31     -373.251171        0.032401
BFGS:   14 16:07:32     -373.251800        0.019600
BFGS:   15 16:07:33     -373.252066        0.016932
BFGS:   16 16:07:33     -373.252202        0.015293
BFGS:   17 16:07:34     -373.252306        0.010224
BFGS:   18 16:07:35     -373.252365        0.006727
