      Step     Time          Energy          fmax
BFGS:    0 14:17:42     -476.197693        0.542335
BFGS:    1 14:17:42     -476.218018        0.506012
BFGS:    2 14:17:43     -476.318909        0.224512
BFGS:    3 14:17:43     -476.321838        0.191230
BFGS:    4 14:17:43     -476.334076        0.127994
BFGS:    5 14:17:44     -476.343750        0.139245
BFGS:    6 14:17:44     -476.348816        0.104557
BFGS:    7 14:17:44     -476.350922        0.081946
BFGS:    8 14:17:45     -476.352722        0.074463
BFGS:    9 14:17:45     -476.354797        0.068004
BFGS:   10 14:17:45     -476.357880        0.052046
BFGS:   11 14:17:45     -476.359283        0.042276
BFGS:   12 14:17:45     -476.359863        0.044571
BFGS:   13 14:17:45     -476.360474        0.049166
BFGS:   14 14:17:46     -476.361511        0.052594
BFGS:   15 14:17:46     -476.362122        0.043614
BFGS:   16 14:17:46     -476.363556        0.031100
BFGS:   17 14:17:46     -476.363953        0.031541
BFGS:   18 14:17:46     -476.364288        0.033224
BFGS:   19 14:17:46     -476.364868        0.028450
BFGS:   20 14:17:47     -476.365570        0.025857
BFGS:   21 14:17:47     -476.366028        0.021888
BFGS:   22 14:17:47     -476.366089        0.023741
BFGS:   23 14:17:47     -476.366425        0.027944
BFGS:   24 14:17:47     -476.366699        0.028308
BFGS:   25 14:17:47     -476.367096        0.021112
BFGS:   26 14:17:48     -476.367432        0.017726
BFGS:   27 14:17:48     -476.367615        0.017961
BFGS:   28 14:17:48     -476.367706        0.022102
BFGS:   29 14:17:48     -476.367615        0.023494
BFGS:   30 14:17:48     -476.368225        0.019048
BFGS:   31 14:17:48     -476.368408        0.019715
BFGS:   32 14:17:49     -476.368652        0.016650
BFGS:   33 14:17:49     -476.368988        0.022214
BFGS:   34 14:17:49     -476.369171        0.024501
BFGS:   35 14:17:49     -476.369446        0.021248
BFGS:   36 14:17:50     -476.369659        0.019921
BFGS:   37 14:17:50     -476.369812        0.017896
BFGS:   38 14:17:50     -476.370422        0.030063
BFGS:   39 14:17:50     -476.370422        0.036303
BFGS:   40 14:17:50     -476.370300        0.036960
BFGS:   41 14:17:51     -476.371063        0.028873
BFGS:   42 14:17:51     -476.371887        0.022851
BFGS:   43 14:17:51     -476.371613        0.026023
BFGS:   44 14:17:51     -476.372498        0.033552
BFGS:   45 14:17:51     -476.372406        0.036013
BFGS:   46 14:17:52     -476.372986        0.032332
BFGS:   47 14:17:52     -476.374207        0.025383
BFGS:   48 14:17:52     -476.375031        0.026553
BFGS:   49 14:17:52     -476.375519        0.027204
BFGS:   50 14:17:52     -476.375336        0.026620
BFGS:   51 14:17:53     -476.376495        0.030986
BFGS:   52 14:17:53     -476.377441        0.033096
BFGS:   53 14:17:53     -476.378601        0.032885
BFGS:   54 14:17:53     -476.378784        0.032934
BFGS:   55 14:17:54     -476.379822        0.029159
BFGS:   56 14:17:54     -476.380249        0.024491
BFGS:   57 14:17:54     -476.380890        0.026831
BFGS:   58 14:17:54     -476.381714        0.028954
BFGS:   59 14:17:54     -476.382416        0.036512
BFGS:   60 14:17:54     -476.382660        0.030632
BFGS:   61 14:17:55     -476.383148        0.022097
BFGS:   62 14:17:55     -476.383667        0.025991
BFGS:   63 14:17:55     -476.384460        0.028536
BFGS:   64 14:17:55     -476.385132        0.033616
BFGS:   65 14:17:55     -476.385376        0.030638
BFGS:   66 14:17:56     -476.385559        0.021674
BFGS:   67 14:17:56     -476.385986        0.020059
BFGS:   68 14:17:56     -476.386383        0.019267
BFGS:   69 14:17:56     -476.386810        0.026421
BFGS:   70 14:17:56     -476.386841        0.025143
BFGS:   71 14:17:57     -476.387177        0.017342
BFGS:   72 14:17:57     -476.387115        0.012325
BFGS:   73 14:17:57     -476.387085        0.010735
BFGS:   74 14:17:57     -476.387634        0.015727
BFGS:   75 14:17:57     -476.387360        0.015669
BFGS:   76 14:17:58     -476.387817        0.010223
BFGS:   77 14:17:58     -476.387573        0.009579
