      Step     Time          Energy          fmax
BFGS:    0 15:53:22     -373.106400        0.269585
BFGS:    1 15:53:23     -373.113658        0.218997
BFGS:    2 15:53:24     -373.135839        0.182534
BFGS:    3 15:53:25     -373.138888        0.180412
BFGS:    4 15:53:25     -373.155533        0.165362
BFGS:    5 15:53:26     -373.161826        0.157950
BFGS:    6 15:53:27     -373.170066        0.147057
BFGS:    7 15:53:28     -373.181247        0.149628
BFGS:    8 15:53:29     -373.201404        0.186520
BFGS:    9 15:53:29     -373.224167        0.172850
BFGS:   10 15:53:30     -373.241015        0.134037
BFGS:   11 15:53:31     -373.249024        0.098138
BFGS:   12 15:53:32     -373.252756        0.079093
BFGS:   13 15:53:33     -373.254556        0.039180
BFGS:   14 15:53:33     -373.255149        0.022165
BFGS:   15 15:53:34     -373.255297        0.022827
BFGS:   16 15:53:35     -373.255375        0.018086
BFGS:   17 15:53:36     -373.255449        0.008356
