      Step     Time          Energy          fmax
BFGS:    0 16:02:17     -373.099044        0.207731
BFGS:    1 16:02:18     -373.107104        0.183324
BFGS:    2 16:02:19     -373.124417        0.175098
BFGS:    3 16:02:19     -373.126422        0.173292
BFGS:    4 16:02:20     -373.149680        0.146008
BFGS:    5 16:02:21     -373.161479        0.152452
BFGS:    6 16:02:22     -373.173287        0.132048
BFGS:    7 16:02:22     -373.184029        0.153555
BFGS:    8 16:02:23     -373.200601        0.156415
BFGS:    9 16:02:24     -373.217425        0.178687
BFGS:   10 16:02:25     -373.228595        0.169170
BFGS:   11 16:02:25     -373.233131        0.115430
BFGS:   12 16:02:26     -373.235218        0.062240
BFGS:   13 16:02:27     -373.236481        0.035788
BFGS:   14 16:02:28     -373.237049        0.026293
BFGS:   15 16:02:28     -373.237267        0.020853
BFGS:   16 16:02:29     -373.237397        0.012631
BFGS:   17 16:02:30     -373.237489        0.007714
