      Step     Time          Energy          fmax
BFGS:    0 15:59:36     -373.130367        0.191495
BFGS:    1 15:59:37     -373.137668        0.183113
BFGS:    2 15:59:38     -373.155097        0.175493
BFGS:    3 15:59:39     -373.157416        0.173600
BFGS:    4 15:59:39     -373.176923        0.152870
BFGS:    5 15:59:40     -373.186495        0.139819
BFGS:    6 15:59:41     -373.196859        0.124182
BFGS:    7 15:59:42     -373.207675        0.129097
BFGS:    8 15:59:43     -373.225962        0.147860
BFGS:    9 15:59:43     -373.246029        0.131835
BFGS:   10 15:59:44     -373.260278        0.098061
BFGS:   11 15:59:45     -373.266154        0.095092
BFGS:   12 15:59:46     -373.268651        0.066260
BFGS:   13 15:59:47     -373.270036        0.029145
BFGS:   14 15:59:47     -373.270621        0.021514
BFGS:   15 15:59:48     -373.270826        0.014719
BFGS:   16 15:59:49     -373.270939        0.013480
BFGS:   17 15:59:50     -373.271020        0.009438
