      Step     Time          Energy          fmax
BFGS:    0 14:16:26     -476.206482        0.342811
BFGS:    1 14:16:27     -476.224762        0.322796
BFGS:    2 14:16:27     -476.319702        0.128564
BFGS:    3 14:16:28     -476.322296        0.122111
BFGS:    4 14:16:28     -476.346130        0.062244
BFGS:    5 14:16:28     -476.347260        0.059216
BFGS:    6 14:16:29     -476.351135        0.070977
BFGS:    7 14:16:29     -476.354156        0.068340
BFGS:    8 14:16:29     -476.355865        0.048386
BFGS:    9 14:16:29     -476.356445        0.039845
BFGS:   10 14:16:29     -476.357025        0.042168
BFGS:   11 14:16:29     -476.357941        0.034345
BFGS:   12 14:16:30     -476.359009        0.028876
BFGS:   13 14:16:30     -476.359711        0.024218
BFGS:   14 14:16:30     -476.360046        0.026417
BFGS:   15 14:16:30     -476.360443        0.029907
BFGS:   16 14:16:30     -476.360992        0.027999
BFGS:   17 14:16:31     -476.361664        0.020521
BFGS:   18 14:16:31     -476.362152        0.018662
BFGS:   19 14:16:31     -476.362366        0.018501
BFGS:   20 14:16:31     -476.362518        0.018395
BFGS:   21 14:16:31     -476.362793        0.018260
BFGS:   22 14:16:31     -476.363098        0.018105
BFGS:   23 14:16:31     -476.363464        0.018002
BFGS:   24 14:16:32     -476.363708        0.017986
BFGS:   25 14:16:32     -476.363800        0.017990
BFGS:   26 14:16:32     -476.363953        0.017963
BFGS:   27 14:16:32     -476.364319        0.018505
BFGS:   28 14:16:32     -476.364746        0.017541
BFGS:   29 14:16:33     -476.364868        0.018324
BFGS:   30 14:16:33     -476.365265        0.017123
BFGS:   31 14:16:33     -476.365112        0.016788
BFGS:   32 14:16:33     -476.365723        0.016546
BFGS:   33 14:16:33     -476.366180        0.018872
BFGS:   34 14:16:34     -476.366394        0.021342
BFGS:   35 14:16:34     -476.367096        0.024268
BFGS:   36 14:16:34     -476.367310        0.019985
BFGS:   37 14:16:34     -476.367554        0.019991
BFGS:   38 14:16:35     -476.368011        0.021655
BFGS:   39 14:16:35     -476.368652        0.025632
BFGS:   40 14:16:35     -476.369141        0.037074
BFGS:   41 14:16:35     -476.369110        0.035235
BFGS:   42 14:16:35     -476.369781        0.026286
BFGS:   43 14:16:36     -476.370239        0.015923
BFGS:   44 14:16:36     -476.371033        0.019554
BFGS:   45 14:16:36     -476.371643        0.045383
BFGS:   46 14:16:36     -476.372589        0.052629
BFGS:   47 14:16:36     -476.373016        0.043890
BFGS:   48 14:16:37     -476.373535        0.026314
BFGS:   49 14:16:37     -476.374390        0.022291
BFGS:   50 14:16:37     -476.375549        0.040860
BFGS:   51 14:16:37     -476.376282        0.057528
BFGS:   52 14:16:37     -476.376953        0.050902
BFGS:   53 14:16:38     -476.377319        0.035455
BFGS:   54 14:16:38     -476.377869        0.030708
BFGS:   55 14:16:38     -476.378662        0.034063
BFGS:   56 14:16:38     -476.379333        0.040968
BFGS:   57 14:16:38     -476.379761        0.036545
BFGS:   58 14:16:39     -476.379761        0.026990
BFGS:   59 14:16:39     -476.380219        0.019805
BFGS:   60 14:16:39     -476.381042        0.024453
BFGS:   61 14:16:39     -476.381989        0.037984
BFGS:   62 14:16:39     -476.382416        0.031652
BFGS:   63 14:16:40     -476.382660        0.018591
BFGS:   64 14:16:40     -476.382782        0.016161
BFGS:   65 14:16:40     -476.382996        0.014269
BFGS:   66 14:16:40     -476.383789        0.025341
BFGS:   67 14:16:40     -476.383972        0.020419
BFGS:   68 14:16:41     -476.384064        0.012922
BFGS:   69 14:16:41     -476.384430        0.013115
BFGS:   70 14:16:41     -476.384613        0.014024
BFGS:   71 14:16:41     -476.384857        0.021445
BFGS:   72 14:16:42     -476.385040        0.017589
BFGS:   73 14:16:42     -476.385132        0.009570
