LAMMPS data file generated by SOD - configuration 39
 
64 atoms
4 atom types
1 bond types
 
      0.000000        8.440000  xlo xhi
      0.000000        8.440000  ylo yhi
      0.000000        8.440000  zlo zhi
 
Atoms  # full
 
1  0  2    0.0000        0.000000        0.000000        0.000000
2  0  2    0.0000        0.000000        0.000000        4.220000
3  0  2    0.0000        0.000000        4.220000        0.000000
4  0  2    0.0000        0.000000        4.220000        4.220000
5  0  2    0.0000        4.220000        0.000000        0.000000
6  0  2    0.0000        4.220000        0.000000        4.220000
7  0  2    0.0000        4.220000        4.220000        0.000000
8  0  2    0.0000        4.220000        4.220000        4.220000
9  0  2    0.0000        0.000000        2.110000        2.110000
10  0  2    0.0000        0.000000        2.110000        6.330000
11  0  2    0.0000        0.000000        6.330000        2.110000
12  0  2    0.0000        0.000000        6.330000        6.330000
13  0  2    0.0000        4.220000        2.110000        2.110000
14  0  2    0.0000        4.220000        2.110000        6.330000
15  0  2    0.0000        4.220000        6.330000        2.110000
16  0  2    0.0000        4.220000        6.330000        6.330000
17  0  2    0.0000        2.110000        0.000000        2.110000
18  0  2    0.0000        2.110000        0.000000        6.330000
19  0  2    0.0000        2.110000        4.220000        2.110000
20  0  2    0.0000        2.110000        4.220000        6.330000
21  0  2    0.0000        6.330000        0.000000        2.110000
22  0  2    0.0000        6.330000        0.000000        6.330000
23  0  2    0.0000        6.330000        4.220000        2.110000
24  0  2    0.0000        6.330000        4.220000        6.330000
25  0  2    0.0000        2.110000        2.110000        0.000000
26  0  2    0.0000        2.110000        2.110000        4.220000
27  0  2    0.0000        2.110000        6.330000        0.000000
28  0  2    0.0000        2.110000        6.330000        4.220000
29  0  2    0.0000        6.330000        2.110000        0.000000
30  0  2    0.0000        6.330000        2.110000        4.220000
31  0  2    0.0000        6.330000        6.330000        0.000000
32  0  2    0.0000        6.330000        6.330000        4.220000
33  0  1    0.0000        2.110000        2.110000        2.110000
34  0  2    0.0000        2.110000        2.110000        6.330000
35  0  2    0.0000        2.110000        6.330000        2.110000
36  0  1    0.0000        2.110000        6.330000        6.330000
37  0  2    0.0000        6.330000        2.110000        2.110000
38  0  1    0.0000        6.330000        2.110000        6.330000
39  0  2    0.0000        6.330000        6.330000        2.110000
40  0  2    0.0000        6.330000        6.330000        6.330000
41  0  1    0.0000        2.110000        0.000000        0.000000
42  0  2    0.0000        2.110000        0.000000        4.220000
43  0  2    0.0000        2.110000        4.220000        0.000000
44  0  2    0.0000        2.110000        4.220000        4.220000
45  0  2    0.0000        6.330000        0.000000        0.000000
46  0  2    0.0000        6.330000        0.000000        4.220000
47  0  2    0.0000        6.330000        4.220000        0.000000
48  0  2    0.0000        6.330000        4.220000        4.220000
49  0  2    0.0000        0.000000        2.110000        0.000000
50  0  2    0.0000        0.000000        2.110000        4.220000
51  0  2    0.0000        0.000000        6.330000        0.000000
52  0  2    0.0000        0.000000        6.330000        4.220000
53  0  2    0.0000        4.220000        2.110000        0.000000
54  0  2    0.0000        4.220000        2.110000        4.220000
55  0  2    0.0000        4.220000        6.330000        0.000000
56  0  2    0.0000        4.220000        6.330000        4.220000
57  0  2    0.0000        0.000000        0.000000        2.110000
58  0  2    0.0000        0.000000        0.000000        6.330000
59  0  2    0.0000        0.000000        4.220000        2.110000
60  0  2    0.0000        0.000000        4.220000        6.330000
61  0  2    0.0000        4.220000        0.000000        2.110000
62  0  2    0.0000        4.220000        0.000000        6.330000
63  0  2    0.0000        4.220000        4.220000        2.110000
64  0  2    0.0000        4.220000        4.220000        6.330000
