      Step     Time          Energy          fmax
BFGS:    0 15:49:24     -373.121091        0.184561
BFGS:    1 15:49:24     -373.127952        0.183021
BFGS:    2 15:49:25     -373.144942        0.174891
BFGS:    3 15:49:26     -373.147166        0.172974
BFGS:    4 15:49:27     -373.170168        0.147492
BFGS:    5 15:49:27     -373.182165        0.130292
BFGS:    6 15:49:28     -373.193374        0.151976
BFGS:    7 15:49:29     -373.203654        0.178536
BFGS:    8 15:49:30     -373.221518        0.176950
BFGS:    9 15:49:30     -373.242138        0.154135
BFGS:   10 15:49:31     -373.256123        0.099871
BFGS:   11 15:49:32     -373.260119        0.050995
BFGS:   12 15:49:33     -373.260942        0.044480
BFGS:   13 15:49:33     -373.261441        0.030385
BFGS:   14 15:49:34     -373.261901        0.011731
BFGS:   15 15:49:35     -373.262085        0.005812
