      Step     Time          Energy          fmax
BFGS:    0 15:50:17     -373.122851        0.194121
BFGS:    1 15:50:18     -373.129497        0.192472
BFGS:    2 15:50:19     -373.149050        0.183018
BFGS:    3 15:50:20     -373.151832        0.180853
BFGS:    4 15:50:20     -373.170067        0.162957
BFGS:    5 15:50:21     -373.177714        0.153481
BFGS:    6 15:50:22     -373.186654        0.154862
BFGS:    7 15:50:23     -373.197747        0.190136
BFGS:    8 15:50:23     -373.217639        0.195069
BFGS:    9 15:50:24     -373.239925        0.209690
BFGS:   10 15:50:25     -373.255588        0.163369
BFGS:   11 15:50:26     -373.262030        0.102169
BFGS:   12 15:50:26     -373.264810        0.074005
BFGS:   13 15:50:27     -373.266431        0.040776
BFGS:   14 15:50:28     -373.267163        0.025062
BFGS:   15 15:50:28     -373.267420        0.019395
BFGS:   16 15:50:29     -373.267557        0.012095
BFGS:   17 15:50:30     -373.267660        0.008431
