      Step     Time          Energy          fmax
BFGS:    0 14:17:21     -476.220825        0.541370
BFGS:    1 14:17:21     -476.240967        0.504041
BFGS:    2 14:17:21     -476.354095        0.136375
BFGS:    3 14:17:22     -476.357513        0.127236
BFGS:    4 14:17:22     -476.387115        0.107821
BFGS:    5 14:17:23     -476.388367        0.100847
BFGS:    6 14:17:23     -476.396088        0.047755
BFGS:    7 14:17:23     -476.397583        0.041913
BFGS:    8 14:17:23     -476.398163        0.034560
BFGS:    9 14:17:23     -476.398773        0.036860
BFGS:   10 14:17:23     -476.399933        0.032721
BFGS:   11 14:17:24     -476.400757        0.031390
BFGS:   12 14:17:24     -476.401764        0.033205
BFGS:   13 14:17:24     -476.402161        0.028869
BFGS:   14 14:17:24     -476.402557        0.026850
BFGS:   15 14:17:24     -476.403229        0.026919
BFGS:   16 14:17:24     -476.403961        0.019880
BFGS:   17 14:17:25     -476.404480        0.019718
BFGS:   18 14:17:25     -476.404724        0.020302
BFGS:   19 14:17:25     -476.404846        0.019544
BFGS:   20 14:17:25     -476.405182        0.019420
BFGS:   21 14:17:25     -476.405579        0.019240
BFGS:   22 14:17:25     -476.405945        0.019065
BFGS:   23 14:17:26     -476.406158        0.018975
BFGS:   24 14:17:26     -476.406097        0.018927
BFGS:   25 14:17:26     -476.406464        0.018843
BFGS:   26 14:17:26     -476.406738        0.018645
BFGS:   27 14:17:26     -476.407104        0.018320
BFGS:   28 14:17:26     -476.407410        0.018010
BFGS:   29 14:17:27     -476.407379        0.017824
BFGS:   30 14:17:27     -476.407562        0.017658
BFGS:   31 14:17:27     -476.408020        0.017373
BFGS:   32 14:17:27     -476.408508        0.016894
BFGS:   33 14:17:27     -476.408813        0.020216
BFGS:   34 14:17:28     -476.408661        0.022399
BFGS:   35 14:17:28     -476.409515        0.019656
BFGS:   36 14:17:28     -476.409760        0.019938
BFGS:   37 14:17:28     -476.410034        0.023882
BFGS:   38 14:17:28     -476.410828        0.026142
BFGS:   39 14:17:29     -476.411316        0.028192
BFGS:   40 14:17:29     -476.411652        0.028623
BFGS:   41 14:17:29     -476.411346        0.028815
BFGS:   42 14:17:29     -476.412231        0.030969
BFGS:   43 14:17:30     -476.413177        0.029242
BFGS:   44 14:17:30     -476.413879        0.032628
BFGS:   45 14:17:30     -476.414642        0.031454
BFGS:   46 14:17:30     -476.414886        0.026806
BFGS:   47 14:17:30     -476.415527        0.024475
BFGS:   48 14:17:31     -476.416443        0.030704
BFGS:   49 14:17:31     -476.417603        0.033675
BFGS:   50 14:17:31     -476.418274        0.043272
BFGS:   51 14:17:31     -476.418945        0.037748
BFGS:   52 14:17:31     -476.419495        0.025673
BFGS:   53 14:17:32     -476.419983        0.016389
BFGS:   54 14:17:32     -476.420685        0.022572
BFGS:   55 14:17:32     -476.421387        0.043790
BFGS:   56 14:17:32     -476.421631        0.045301
BFGS:   57 14:17:33     -476.421936        0.034596
BFGS:   58 14:17:33     -476.422455        0.023217
BFGS:   59 14:17:33     -476.423035        0.018586
BFGS:   60 14:17:33     -476.423492        0.039714
BFGS:   61 14:17:33     -476.424072        0.046507
BFGS:   62 14:17:34     -476.424316        0.037990
BFGS:   63 14:17:34     -476.424500        0.023401
BFGS:   64 14:17:34     -476.424683        0.014814
BFGS:   65 14:17:34     -476.424896        0.017538
BFGS:   66 14:17:35     -476.425140        0.021394
BFGS:   67 14:17:35     -476.425568        0.016848
BFGS:   68 14:17:35     -476.425293        0.015656
BFGS:   69 14:17:35     -476.425812        0.016376
BFGS:   70 14:17:35     -476.425781        0.017019
BFGS:   71 14:17:35     -476.426025        0.017320
BFGS:   72 14:17:36     -476.426331        0.012119
BFGS:   73 14:17:36     -476.426025        0.012138
BFGS:   74 14:17:36     -476.426422        0.012133
BFGS:   75 14:17:36     -476.425903        0.012846
BFGS:   76 14:17:37     -476.426605        0.015075
BFGS:   77 14:17:37     -476.426636        0.011676
BFGS:   78 14:17:37     -476.426483        0.011548
BFGS:   79 14:17:37     -476.426697        0.011411
BFGS:   80 14:17:37     -476.426788        0.011190
BFGS:   81 14:17:38     -476.426849        0.012805
BFGS:   82 14:17:38     -476.426758        0.010726
BFGS:   83 14:17:38     -476.426941        0.010674
BFGS:   84 14:17:38     -476.426758        0.010655
BFGS:   85 14:17:38     -476.426971        0.010584
BFGS:   86 14:17:39     -476.427032        0.011923
BFGS:   87 14:17:39     -476.427094        0.012162
BFGS:   88 14:17:39     -476.426941        0.009645
