      Step     Time          Energy          fmax
BFGS:    0 14:19:51     -476.204987        0.343265
BFGS:    1 14:19:51     -476.223541        0.323324
BFGS:    2 14:19:52     -476.319519        0.114726
BFGS:    3 14:19:52     -476.322113        0.110064
BFGS:    4 14:19:53     -476.345032        0.060851
BFGS:    5 14:19:53     -476.346313        0.058520
BFGS:    6 14:19:53     -476.349182        0.064798
BFGS:    7 14:19:54     -476.351929        0.068963
BFGS:    8 14:19:54     -476.354126        0.054405
BFGS:    9 14:19:54     -476.354950        0.035807
BFGS:   10 14:19:54     -476.355469        0.036299
BFGS:   11 14:19:54     -476.356140        0.034524
BFGS:   12 14:19:54     -476.357117        0.028044
BFGS:   13 14:19:55     -476.357971        0.023142
BFGS:   14 14:19:55     -476.358459        0.021010
BFGS:   15 14:19:55     -476.358734        0.023402
BFGS:   16 14:19:55     -476.359131        0.024494
BFGS:   17 14:19:55     -476.359680        0.019659
BFGS:   18 14:19:55     -476.360046        0.019124
BFGS:   19 14:19:56     -476.360535        0.018932
BFGS:   20 14:19:56     -476.360657        0.018802
BFGS:   21 14:19:56     -476.360840        0.018680
BFGS:   22 14:19:56     -476.361115        0.018513
BFGS:   23 14:19:56     -476.361420        0.018353
BFGS:   24 14:19:56     -476.361694        0.018289
BFGS:   25 14:19:57     -476.361267        0.018300
BFGS:   26 14:19:57     -476.362000        0.018307
BFGS:   27 14:19:57     -476.361816        0.018258
BFGS:   28 14:19:57     -476.362488        0.018068
BFGS:   29 14:19:58     -476.362854        0.017714
BFGS:   30 14:19:58     -476.362488        0.017361
BFGS:   31 14:19:58     -476.363159        0.017118
BFGS:   32 14:19:58     -476.363525        0.016861
BFGS:   33 14:19:58     -476.363953        0.018141
BFGS:   34 14:19:59     -476.364532        0.018981
BFGS:   35 14:19:59     -476.365143        0.020606
BFGS:   36 14:19:59     -476.365356        0.020897
BFGS:   37 14:19:59     -476.365875        0.020090
BFGS:   38 14:19:59     -476.366302        0.021683
BFGS:   39 14:20:00     -476.366821        0.023163
BFGS:   40 14:20:00     -476.367920        0.026658
BFGS:   41 14:20:00     -476.368622        0.033440
BFGS:   42 14:20:00     -476.368744        0.029606
BFGS:   43 14:20:00     -476.369476        0.023767
BFGS:   44 14:20:01     -476.369659        0.023873
BFGS:   45 14:20:01     -476.371094        0.028408
BFGS:   46 14:20:01     -476.372498        0.041444
BFGS:   47 14:20:01     -476.373169        0.042039
BFGS:   48 14:20:01     -476.373657        0.031988
BFGS:   49 14:20:02     -476.373962        0.027542
BFGS:   50 14:20:02     -476.375031        0.023659
BFGS:   51 14:20:02     -476.376282        0.044502
BFGS:   52 14:20:02     -476.377319        0.051258
BFGS:   53 14:20:02     -476.377594        0.041254
BFGS:   54 14:20:03     -476.377686        0.027129
BFGS:   55 14:20:03     -476.378876        0.032974
BFGS:   56 14:20:03     -476.379517        0.032332
BFGS:   57 14:20:04     -476.380005        0.037537
BFGS:   58 14:20:04     -476.380005        0.030894
BFGS:   59 14:20:04     -476.380463        0.018686
BFGS:   60 14:20:04     -476.380798        0.018022
BFGS:   61 14:20:04     -476.381287        0.021621
BFGS:   62 14:20:05     -476.381714        0.029507
BFGS:   63 14:20:05     -476.381897        0.023075
BFGS:   64 14:20:05     -476.381805        0.013463
BFGS:   65 14:20:05     -476.381805        0.011759
BFGS:   66 14:20:05     -476.381805        0.015356
BFGS:   67 14:20:06     -476.382690        0.022597
BFGS:   68 14:20:06     -476.382812        0.017439
BFGS:   69 14:20:06     -476.382690        0.010447
BFGS:   70 14:20:06     -476.382599        0.010289
BFGS:   71 14:20:06     -476.382751        0.011792
BFGS:   72 14:20:07     -476.383240        0.018089
BFGS:   73 14:20:07     -476.383331        0.014592
BFGS:   74 14:20:07     -476.383392        0.009858
