        T    Average data
       0.0     10.8823     10.8823     10.8844   1288.9766
     300.0     10.8826     10.8826     10.8840   1288.9954
    1000.0     10.8827     10.8827     10.8839   1289.0038
  Infinite     10.8827     10.8827     10.8838   1289.0075
