      Step     Time          Energy          fmax
BFGS:    0 16:07:59     -373.093819        0.184897
BFGS:    1 16:07:59     -373.102457        0.182977
BFGS:    2 16:08:00     -373.119148        0.174765
BFGS:    3 16:08:01     -373.120976        0.172980
BFGS:    4 16:08:02     -373.146736        0.141500
BFGS:    5 16:08:03     -373.165475        0.124710
BFGS:    6 16:08:03     -373.183913        0.137183
BFGS:    7 16:08:04     -373.195379        0.157174
BFGS:    8 16:08:05     -373.207590        0.140925
BFGS:    9 16:08:06     -373.219538        0.118629
BFGS:   10 16:08:07     -373.227622        0.081368
BFGS:   11 16:08:07     -373.230684        0.054977
BFGS:   12 16:08:08     -373.231895        0.038894
BFGS:   13 16:08:09     -373.232755        0.029493
BFGS:   14 16:08:10     -373.233316        0.022188
BFGS:   15 16:08:11     -373.233571        0.021208
BFGS:   16 16:08:11     -373.233706        0.016979
BFGS:   17 16:08:12     -373.233815        0.010775
BFGS:   18 16:08:13     -373.233890        0.009999
