      Step     Time          Energy          fmax
BFGS:    0 14:20:27     -476.206085        0.349180
BFGS:    1 14:20:28     -476.224487        0.329849
BFGS:    2 14:20:28     -476.318329        0.143975
BFGS:    3 14:20:29     -476.320923        0.137202
BFGS:    4 14:20:29     -476.347321        0.095810
BFGS:    5 14:20:29     -476.348145        0.094066
BFGS:    6 14:20:29     -476.356323        0.057600
BFGS:    7 14:20:30     -476.357208        0.047870
BFGS:    8 14:20:30     -476.357849        0.051623
BFGS:    9 14:20:30     -476.357971        0.046983
BFGS:   10 14:20:30     -476.359619        0.032788
BFGS:   11 14:20:30     -476.360687        0.024703
BFGS:   12 14:20:30     -476.361176        0.024402
BFGS:   13 14:20:31     -476.361450        0.030464
BFGS:   14 14:20:31     -476.361877        0.030488
BFGS:   15 14:20:31     -476.362488        0.026099
BFGS:   16 14:20:31     -476.362701        0.019719
BFGS:   17 14:20:31     -476.363373        0.018865
BFGS:   18 14:20:32     -476.363495        0.018801
BFGS:   19 14:20:32     -476.363708        0.018728
BFGS:   20 14:20:32     -476.364014        0.019930
BFGS:   21 14:20:32     -476.364380        0.018510
BFGS:   22 14:20:32     -476.364655        0.018304
BFGS:   23 14:20:32     -476.364777        0.018244
BFGS:   24 14:20:33     -476.364929        0.018190
BFGS:   25 14:20:33     -476.365112        0.018102
BFGS:   26 14:20:33     -476.365417        0.021584
BFGS:   27 14:20:33     -476.365753        0.019439
BFGS:   28 14:20:33     -476.365906        0.017522
BFGS:   29 14:20:33     -476.365479        0.017245
BFGS:   30 14:20:34     -476.366333        0.018470
BFGS:   31 14:20:34     -476.366699        0.022866
BFGS:   32 14:20:34     -476.367218        0.033131
BFGS:   33 14:20:34     -476.367096        0.031711
BFGS:   34 14:20:34     -476.368011        0.023691
BFGS:   35 14:20:35     -476.368317        0.020336
BFGS:   36 14:20:35     -476.368805        0.023124
BFGS:   37 14:20:35     -476.369568        0.025671
BFGS:   38 14:20:35     -476.370422        0.032401
BFGS:   39 14:20:35     -476.370697        0.036969
BFGS:   40 14:20:36     -476.371155        0.031065
BFGS:   41 14:20:36     -476.372009        0.022682
BFGS:   42 14:20:36     -476.372681        0.028036
BFGS:   43 14:20:36     -476.374023        0.041864
BFGS:   44 14:20:36     -476.375580        0.049950
BFGS:   45 14:20:37     -476.376343        0.047037
BFGS:   46 14:20:37     -476.376892        0.035360
BFGS:   47 14:20:37     -476.377594        0.030684
BFGS:   48 14:20:37     -476.378662        0.050697
BFGS:   49 14:20:37     -476.380310        0.054967
BFGS:   50 14:20:38     -476.380493        0.046930
BFGS:   51 14:20:38     -476.381531        0.035501
BFGS:   52 14:20:38     -476.381561        0.024733
BFGS:   53 14:20:38     -476.382599        0.023317
BFGS:   54 14:20:38     -476.383240        0.028420
BFGS:   55 14:20:39     -476.383667        0.022543
BFGS:   56 14:20:39     -476.383881        0.016344
BFGS:   57 14:20:39     -476.384064        0.015331
BFGS:   58 14:20:39     -476.384369        0.020682
BFGS:   59 14:20:39     -476.384796        0.026780
BFGS:   60 14:20:40     -476.385132        0.020631
BFGS:   61 14:20:40     -476.385284        0.011287
BFGS:   62 14:20:40     -476.385376        0.012770
BFGS:   63 14:20:40     -476.385162        0.013333
BFGS:   64 14:20:41     -476.385406        0.015609
BFGS:   65 14:20:41     -476.385986        0.016905
BFGS:   66 14:20:41     -476.386078        0.010774
BFGS:   67 14:20:41     -476.385864        0.010259
BFGS:   68 14:20:42     -476.386230        0.010129
BFGS:   69 14:20:42     -476.386353        0.014633
BFGS:   70 14:20:42     -476.386292        0.014640
BFGS:   71 14:20:42     -476.386597        0.009664
