      Step     Time          Energy          fmax
BFGS:    0 16:01:22     -373.080372        0.203725
BFGS:    1 16:01:23     -373.087992        0.181043
BFGS:    2 16:01:24     -373.104704        0.173057
BFGS:    3 16:01:25     -373.106692        0.171280
BFGS:    4 16:01:25     -373.131259        0.142736
BFGS:    5 16:01:26     -373.144504        0.138298
BFGS:    6 16:01:27     -373.157250        0.129124
BFGS:    7 16:01:28     -373.167764        0.134056
BFGS:    8 16:01:28     -373.183301        0.162867
BFGS:    9 16:01:29     -373.199141        0.153531
BFGS:   10 16:01:30     -373.209935        0.133902
BFGS:   11 16:01:31     -373.214371        0.080195
BFGS:   12 16:01:31     -373.216246        0.060946
BFGS:   13 16:01:32     -373.217199        0.041430
BFGS:   14 16:01:33     -373.217549        0.019070
BFGS:   15 16:01:34     -373.217650        0.012132
BFGS:   16 16:01:34     -373.217703        0.011589
BFGS:   17 16:01:35     -373.217744        0.007319
