      Step     Time          Energy          fmax
BFGS:    0 16:01:41     -373.054699        0.224734
BFGS:    1 16:01:42     -373.063328        0.181659
BFGS:    2 16:01:42     -373.080263        0.173854
BFGS:    3 16:01:43     -373.082003        0.172210
BFGS:    4 16:01:44     -373.109648        0.154827
BFGS:    5 16:01:45     -373.125932        0.155899
BFGS:    6 16:01:45     -373.141597        0.174127
BFGS:    7 16:01:46     -373.152580        0.165893
BFGS:    8 16:01:47     -373.165916        0.139021
BFGS:    9 16:01:48     -373.177769        0.121760
BFGS:   10 16:01:49     -373.184966        0.100631
BFGS:   11 16:01:49     -373.187890        0.060656
BFGS:   12 16:01:50     -373.189368        0.047432
BFGS:   13 16:01:51     -373.190216        0.031909
BFGS:   14 16:01:52     -373.190537        0.019827
BFGS:   15 16:01:52     -373.190640        0.013562
BFGS:   16 16:01:53     -373.190701        0.009586
