      Step     Time          Energy          fmax
BFGS:    0 15:56:44     -373.165050        0.219055
BFGS:    1 15:56:45     -373.171936        0.188083
BFGS:    2 15:56:46     -373.191440        0.179708
BFGS:    3 15:56:47     -373.194293        0.177593
BFGS:    4 15:56:48     -373.212158        0.160142
BFGS:    5 15:56:48     -373.219432        0.150920
BFGS:    6 15:56:49     -373.228273        0.138521
BFGS:    7 15:56:50     -373.239350        0.150984
BFGS:    8 15:56:51     -373.259074        0.172599
BFGS:    9 15:56:51     -373.280928        0.173263
BFGS:   10 15:56:52     -373.296624        0.131645
BFGS:   11 15:56:53     -373.303706        0.115927
BFGS:   12 15:56:54     -373.307086        0.076936
BFGS:   13 15:56:55     -373.308959        0.048014
BFGS:   14 15:56:55     -373.309721        0.031441
BFGS:   15 15:56:56     -373.309983        0.019253
BFGS:   16 15:56:57     -373.310138        0.014942
BFGS:   17 15:56:58     -373.310260        0.011927
BFGS:   18 15:56:58     -373.310318        0.009673
